date,broccoli,cabbage,carrot,cauliflower,celery,chayote_bunga,cucumber,gabi_galyang,pepper_sultan,pepper_taiwan,potato,wombok
27/01/2022,22.5,9,22.5,16.5,19,12.5,17.5,17.5,72.5,22.5,32.5,6.5
28/01/2022,22.5,9,22.5,16.5,19,9,17.5,17.5,82.5,22.5,32.5,9
31/01/2022,22.5,7.5,31.5,13.5,20,6.5,27.5,16.5,55,17.5,27.5,6
02/02/2022,30,6,35,17.5,12.5,6,27.5,16,65,19,27.5,6
04/02/2022,37.5,5,22.5,17.5,12.5,6.5,32.5,19,65,22.5,27.5,4
07/02/2022,42.5,9,27.5,22.5,17.5,6.5,32.5,12.5,92.5,22.5,22.5,7.5
09/02/2022,47.5,7.5,27.5,19,17.5,6.5,37.5,12.5,105,22.5,22.5,7.5
10/02/2022,35,7.5,25,19,17.5,6.5,37.5,17.5,105,22.5,22.5,6.5
11/02/2022,34,6,22.5,16.5,12.5,6.5,47.5,19,95,27.5,22.5,5
14/02/2022,35,6,30,31,12.5,4.5,46,14,100,42.5,27.5,5
15/02/2022,27.5,6,40,27.5,12.5,4.5,42.5,12.5,120,32.5,24,5
16/02/2022,20,6,40,27.5,11,4.5,30,12.5,95,32.5,27.5,4.5
17/02/2022,22.5,6,35,27.5,11,6,29.5,15.5,105,32.5,26.5,4.5
18/02/2022,32.5,6,30,22.5,11,5,32.5,15.5,115,27.5,24,4.5
21/02/2022,32.5,6.5,42.5,27.5,12.5,6.5,42.5,19,110,32.5,22.5,9
23/02/2022,32.5,6.5,37.5,25,17.5,9,37.5,19,110,32.5,27.5,6.5
24/02/2022,32.5,9,42.5,27.5,19,9,42.5,19,105,32.5,27.5,6.5
28/02/2022,50,5,45,45,17.5,5,52.5,16.5,110,32.5,21.5,5
01/03/2022,50,5,50,47.5,17.5,5,52.5,16.5,110,32.5,21.5,5
02/03/2022,55,5,45,52.5,14.5,6,55,16.5,130,32.5,22.5,6
03/03/2022,55,5,45,52.5,13.5,6,52.5,17.5,130,32.5,22.5,6
04/03/2022,45,8,45,45,17.5,6,62.5,16.5,145,32.5,22.5,6
07/03/2022,55,11,50,55,32.5,8,55,16.5,150,32.5,22.5,11
08/03/2022,52.5,10,50,42.5,20,9,65,17.5,162.5,32.5,27.5,9
10/03/2022,30,9,45,45,17.5,7,47.5,17.5,190,27.5,27.5,6.5
11/03/2022,42.5,8,37.5,37.5,12.5,6.5,42.5,16.5,190,32.5,22.5,4
16/03/2022,27.5,11,30,27.5,28,5,42.5,15,215,25,26,6
17/03/2022,27.5,8.5,30,27.5,17.5,4.5,42.5,15,215,25,25.5,7
18/03/2022,30,9,42.5,17.5,12.5,5,27.5,15,230,32.5,26.5,7
21/03/2022,30,8,30,17.5,12.5,5,27.5,16.5,190,37.5,26.5,11
22/03/2022,25,7.5,35,22.5,20,5,22.5,16.5,190,37.5,26.5,7
23/03/2022,25,10,42.5,22.5,20,6,19,16.5,200,45,26.5,6
24/03/2022,27.5,9,32.5,22.5,12.5,6,22.5,16.5,210,37.5,26.5,6
28/03/2022,41.5,9,32.5,16.5,22.5,6,17.5,16.5,165,37.5,26.5,6
30/03/2022,27.5,15,27.5,27.5,17.5,4,13.5,16.5,170,27.5,27.5,13.5
04/04/2022,40,22.5,27.5,27.5,25,5,16.5,17.5,190,32.5,30,11
05/04/2022,37.5,27.5,27.5,27.5,25,5,16.5,16.5,210,40,27.5,16.5
06/04/2022,22.5,16,27.5,27.5,17.5,6,12.5,16.5,230,40,29,16.5
07/04/2022,27.5,12.5,32.5,22.5,15,4.5,11,19,210,45,31.5,13.5
11/04/2022,47.5,19,32.5,37.5,40,4,19,20,230,40,32.5,16.5
12/04/2022,35,13.5,22.5,35,27.5,4,9,22.5,190,45,30.5,11
13/04/2022,42.5,11,25,27.5,17.5,4,11,22.5,190,45,32.5,11
18/04/2022,40,18.5,32.5,40,35,5,13.5,26.5,190,52.5,36.5,22.5
20/04/2022,38,18,30.5,34,25.5,3.5,11,20.5,105,55,34,22.5
22/04/2022,25.5,19,22.5,20.5,20.5,3.5,10.5,16.5,105,65.5,26,15.5
25/04/2022,42.5,16.5,37.5,23.5,17.5,6,11,16.5,160,60,27.5,19
26/04/2022,42.5,16.5,30,22.5,17.5,6,9,16.5,140,80,28.5,12.5
27/04/2022,42.5,15,25.5,20.5,17.5,6,11.5,16.5,140,70,32.5,12.5
28/04/2022,32.5,16.5,24,22.5,17.5,6,9,19,150,80,27.5,13.5
02/05/2022,27.5,34,31.5,24,17.5,6,11,19,110,80,30.5,17.5
04/05/2022,40,25,30.5,32.5,17.5,5,9,17.5,95,110,27.5,17.5
05/05/2022,40,24,26.5,32.5,17.5,6,11,19,85,110,32.5,15
06/05/2022,32.5,22.5,25,37.5,17.5,6,9,19,95,110,31,17.5
10/05/2022,37.5,32.5,31.5,32.5,17.5,11,11,19,95,110,32.5,17.5
11/05/2022,37.5,27.5,32.5,27.5,17.5,11,11,22.5,90,130,32.5,17.5
12/05/2022,30,25,32.5,30,17.5,11,9,22.5,65,130,33.5,17.5
16/05/2022,21.5,17.5,20,5,17.5,8.5,21,22.5,55,75,39,17.5
17/05/2022,30,17.5,22.5,12.5,17.5,9,18.5,27.5,80,90,36.5,12.5
18/05/2022,32.5,16.5,20,12.5,22.5,7,17.5,25.5,75,95,38.5,9
19/05/2022,42.5,12.5,22.5,17.5,17.5,7,16.5,27.5,55,95,38.5,16.5
20/05/2022,35,17.5,21.5,10,17.5,7,16.5,27.5,55,95,38.5,17.5
23/05/2022,42.5,66,12.5,15,17.5,6.5,17.5,22.5,110,107.5,32.5,17.5
25/05/2022,37.5,12.5,20,17.5,37.5,6.5,32.5,22.5,72.5,110,37.5,14.5
26/05/2022,47.5,9.5,22.5,27.5,35,7.5,37.5,19,100,105,34,11.5
27/05/2022,50,11.5,21,27.5,22.5,7.5,42.5,19,95,120,34,15
30/05/2022,45,14,34,45,30,7.5,36.5,14,110,90,30.5,20
31/05/2022,45,12.5,27.5,45,32.5,7.5,32.5,13.5,105,110,31,16
01/06/2022,42.5,11.5,25,47.5,32.5,7.5,32.5,14,115,110,27.5,16
02/06/2022,40,9,26,42.5,60,6.5,32.5,14,75,110,27.5,12.5
06/06/2022,37.5,14,28.5,52.5,50,6.5,37.5,15,80,140,34.5,17.5
07/06/2022,27.5,15,26.5,32.5,55,7.5,31,19,65,160,34.5,22.5
08/06/2022,27.5,15,25,50,52.5,9,32.5,16.5,55,165,34,17.5
09/06/2022,27.5,16,25,47.5,67.5,9,22.5,19,52.5,165,34,17.5
10/06/2022,37.5,16,27.5,45,75,7.5,24,34,57.5,165,34,17.5
13/06/2022,35,11.5,25,52.5,60,11,32.5,19,65,140,31.5,21
14/06/2022,32.5,13.5,25,50,55,11,32.5,21.5,65,130,31.5,17.5
15/06/2022,30,10,25,45,62.5,11,34,22.5,45,140,39,17.5
16/06/2022,30,11.5,22.5,32.5,65,11.5,31.5,21.5,42.5,130,42.5,0
17/06/2022,27.5,12.5,25.5,40,25,11,32.5,21,42.5,140,37.5,22.5
20/06/2022,25,12.5,26.5,45,50,11,36.5,19,62.5,120,39,22.5
21/06/2022,30,11.5,0,45,52.5,13.5,32.5,19,50,140,39,22.5
22/06/2022,25,12.5,29,45,47.5,14,25,19,42.5,155,39,22.5
23/06/2022,32.5,12.5,21.5,42.5,30,11.5,21.5,19,42.5,140,36.5,22.5
24/06/2022,32.5,12.5,24,45,35,13.5,22.5,17.5,40,155,35,22.5
27/06/2022,47.5,12.5,28,42.5,40,13.5,32.5,17.5,42.5,190,37.5,14
28/06/2022,45,12.5,32.5,45,45,0,36.5,20,0,0,0,0
29/06/2022,42.5,11,31.5,37.5,45,12,36.5,20,57.5,260,40,12.5
30/06/2022,37.5,10.5,30,37.5,27.5,11.5,32.5,17.5,50,270,42.5,12.5
01/07/2022,37.5,12.5,30,35,25,14,32.5,21,45,300,40,12.5
04/07/2022,45,12,33.5,37.5,42.5,11,36,17.5,52.5,315,42.5,11
05/07/2022,47.5,11.5,37.5,47.5,35,11,25,22.5,60,290,42.5,11
06/07/2022,52.5,11.5,37.5,42.5,32.5,11,25,22.5,60,270,39,11
07/07/2022,47.5,12.5,37.5,47.5,27.5,6.5,22.5,21,57.5,265,22.5,14
08/07/2022,55,11.5,37.5,45,32.5,9,21,18.5,67.5,245,44,12.5
11/07/2022,45,8.5,40,55,32.5,7.5,23.5,18.5,75,275,42.5,11
12/07/2022,47.5,8.5,40,55,25,7.5,23.5,22.5,55,270,39,9
13/07/2022,45,6.5,39,55,32.5,7.5,21.5,22.5,67.5,285,40,9
18/07/2022,45,9,42.5,62.5,6.5,7.5,9.5,22.5,67.5,190,43.5,9
19/07/2022,32.5,11.5,40,62.5,26.5,8,9,22.5,65,190,37.5,10
20/07/2022,45,12.5,43,65,27.5,7,11,22.5,65,155,41,11
21/07/2022,45,10,37.5,65,27.5,9,10.5,21,65,155,41,11
22/07/2022,45,10,37.5,65,30,9,11,21,62.5,145,40,10
26/07/2022,65,10.5,55,65,32.5,12.5,11,21.5,57.5,145,40,11
27/07/2022,42.5,10,55,65,30,11,11.5,21,52.5,145,36,9.5
28/07/2022,50,11.5,50,65,32.5,6,11,21,55,145,36,10
29/07/2022,41,11.5,45,62.5,32.5,10.5,10,21,55,145,37.5,9
01/08/2022,47.5,10,52.5,65,32.5,12.5,11,22.5,42.5,215,38.5,11
02/08/2022,32.5,9,50,65,27.5,10.5,10,22.5,40,225,37.5,11
03/08/2022,45,10,54,62.5,25,11,10,22.5,40,240,37.5,11
04/08/2022,35,9,55,57.5,27.5,11,9,22.5,52.5,265,37.5,11.5
05/08/2022,45,8,57.5,52.5,29,9.5,9,22.5,55,260,37.5,13
08/08/2022,55,7.5,55,62.5,35,9,13,22.5,62.5,300,39,11
09/08/2022,55,8,50,62.5,42.5,9.5,11.5,22.5,72.5,325,37.5,11
10/08/2022,47.5,7.5,50,62.5,37.5,6.5,11,22.5,75,285,38.5,12
11/08/2022,62.5,8.5,56.5,62.5,32.5,9.5,11.5,21,80,290,36,10
12/08/2022,52.5,7.5,60,65,30,9.5,13,26.5,95,310,36.5,11
15/08/2022,90,8,68.5,67.5,25,10,20,22.5,105,345,34.5,8
16/08/2022,85,8,70,70,22.5,11,21.5,22.5,90,340,34,8
17/08/2022,70,8.5,60,72.5,22.5,10.5,21,22.5,85,315,36.5,8
19/08/2022,57.5,9,62.5,77.5,30,12.5,21,22.5,90,265,36.5,11
22/08/2022,85,8,62.5,105,37.5,14,17,22.5,125,265,37.5,10
23/08/2022,80,9.5,60,87.5,45,9,16.5,24,125,235,36.5,10
24/08/2022,65,7.5,59,97.5,37.5,9,16.5,22.5,120,165,36.5,8
25/08/2022,70,9.5,52.5,97.5,27.5,9,16.5,22.5,100,190,40,9
26/08/2022,62.5,10.5,59,92.5,22.5,7,15.5,26,115,165,36.5,9
30/08/2022,85,13.5,65,95,50,7,40,28.5,97.5,90,37.5,10
31/08/2022,95,15,65,92.5,52.5,7,37.5,23.5,97.5,110,37.5,9
01/09/2022,65,17.5,76,92.5,52.5,7,30,22.5,65,102.5,37.5,9
02/09/2022,70,18.5,62.5,100,42.5,9,32.5,22.5,85,105,37.5,9
05/09/2022,45,15,87.5,95,62.5,10.5,42.5,22.5,105,105,37.5,11
06/09/2022,45,18,75,95,55,10.5,40,22.5,105,90,36.5,11
07/09/2022,70,18.5,50,75,45,9.5,39.5,21.5,95,90,38.5,11
08/09/2022,80,15,67.5,42.5,55,9.5,42.5,26.5,85,95,39,11
09/09/2022,75,20,67.5,55,55,11,42.5,26.5,105,95,37.5,11
12/09/2022,80,19,77.5,55,85,13.5,57.5,21.5,105,80,37.5,13.5
13/09/2022,77.5,20,77.5,65,60,13.5,50,22.5,105,85,37.5,10
14/09/2022,77.5,23.5,71.5,47.5,52.5,14,47.5,22.5,105,85,37.5,8.5
15/09/2022,80,20,66.5,52.5,62.5,14,52.5,22.5,85,85,37.5,11
16/09/2022,65,20,62.5,42.5,55,13.5,42.5,25,85,85,36.5,10
18/09/2022,70,29,77.5,65,85,11,52.5,22.5,90,100,36.5,10
20/09/2022,40,25,65,55,85,11,50,22.5,85,125,36.5,12.5
21/09/2022,32.5,27.5,52.5,55,95,9,47.5,22.5,77.5,165,32.5,12.5
22/09/2022,50,23.5,57.5,47.5,95,8.5,52.5,22.5,85,155,36.5,12.5
23/09/2022,47.5,24,67.5,47.5,105,8.5,52.5,22.5,85,155,36.5,13.5
27/09/2022,47.5,27.5,75,52.5,95,14,55,27.5,125,160,46.5,22.5
28/09/2022,55,25,91,52.5,85,14.5,52.5,27.5,112.5,165,46.5,22.5
29/09/2022,50,22.5,85,47.5,77.5,9,49.5,27.5,95,135,46.5,12.5
30/09/2022,55,20,77.5,47.5,80,9,53.5,30,85,135,46.5,10
03/10/2022,70,21.5,56.5,55,35,11,80,30,125,130,47.5,16.5
04/10/2022,60,20.5,60,55,45,11,85,30,110,150,47.5,12
05/10/2022,62.5,19,65,55,47.5,9,82.5,29,115,190,46.5,9
06/10/2022,75,14,67.5,62.5,62.5,11,62.5,29,110,190,46,14
07/10/2022,90,19,70,55,80,14,67.5,27.5,105,190,50,12.5
10/10/2022,65,25,75,65,65,12.5,72.5,22.5,125,100,47.5,11
11/10/2022,80,27.5,70,80,55,12,65,22.5,110,190,50,13.5
12/10/2022,55,26.5,70,70,45,12.5,62.5,27.5,95,190,46.5,12.5
13/10/2022,45,29,67.5,75,75,14,57.5,27.5,100,190,46.5,13.5
14/10/2022,57.5,30,70,70,45,14,52.5,24.5,115,190,46.5,12.5
17/10/2022,70,30,80,75,55,11,52.5,22.5,140,210,50,13.5
18/10/2022,75,31.5,77.5,75,95,9,42.5,17.5,140,210,50,13.5
19/10/2022,50,31.5,75,85,55,9,42.5,20.5,140,210,52.5,13.5
20/10/2022,75,27.5,70,75,55,9,43.5,21.5,140,210,52.5,13.5
21/10/2022,75,26.5,66.5,72.5,55,11,35,22.5,135,215,52.5,11
24/10/2022,75,22.5,65,70,55,9,37.5,22.5,160,230,50,12.5
26/10/2022,45,22.5,50,55,28,7.5,38.5,22.5,175,225,54,11
27/10/2022,60,24,200,55,55,8.5,37.5,22.5,175,230,57.5,9
28/10/2022,85,20,53.5,45,50,9,37.5,22.5,140,240,54,10
02/11/2022,60,32.5,60,55,50,16.5,40,26.5,190,300,75,12.5
03/11/2022,65,15,47.5,45,50,17.5,20,22.5,170,300,80,9
04/11/2022,60,27.5,54,45,55,19,47.5,30,140,290,72.5,12.5
07/11/2022,85,37.5,42.5,55,60,27.5,72.5,32.5,110,310,57.5,16.5
08/11/2022,85,32.5,40,55,55,26.5,62.5,36.5,120,335,55,13.5
09/11/2022,75,27.5,42.5,47.5,47.5,26.5,62.5,34,135,340,50,9
10/11/2022,75,32.5,42.5,37.5,55,26.5,62.5,32.5,95,365,60,16.5
11/11/2022,60,40,42.5,37.5,55,25,62.5,27.5,82.5,340,57.5,17.5
14/11/2022,85,45,40,55,85,19,72.5,17.5,105,350,62.5,20
15/11/2022,65,44,37.5,52.5,75,11,62.5,22.5,110,365,67.5,17.5
16/11/2022,75,45,37.5,40,75,19,42.5,22.5,85,365,77.5,17.5
17/11/2022,75,37.5,40,45,60,17.5,37.5,22.5,90,355,75,22.5
22/11/2022,70,47.5,42.5,45,75,22.5,27.5,19,110,340,75,35
23/11/2022,70,42.5,45,45,72.5,22.5,22.5,21,105,315,82.5,32.5
01/12/2022,52.5,47.5,47.5,45,85,19,30.5,22.5,110,335,82.5,40
02/12/2022,65,55,46.5,50,62.5,19,27.5,22.5,105,330,82.5,40
05/12/2022,57.5,60,42.5,75,65,13.5,27.5,22.5,110,325,87.5,32.5
06/12/2022,45,57.5,40,55,50,14.5,25.5,22.5,115,325,87.5,30
07/12/2022,45,47.5,35,55,50,14,26.5,22.5,130,330,92.5,30
12/12/2022,55,50,15,60,35,14,26.5,22.5,190,440,92.5,27.5
14/12/2022,37.5,42.5,40,45,42.5,13.5,20.5,22.5,190,390,92.5,17.5
15/12/2022,69.5,35,37.5,45,40,13.5,22.5,22.5,180,390,92.5,17.5
19/12/2022,75,30,37.5,55,42.5,13.5,47.5,27.5,185,390,92.5,22.5
20/12/2022,85,30,30,55,35,13.5,65,27.5,190,390,97.5,21
21/12/2022,87.5,27.5,30,65,35,13,55,27.5,225,335,97.5,17.5
22/12/2022,105,35,40,65,42.5,13.5,47.5,27.5,210,355,105,22.5
23/12/2022,110,47.5,60,62.5,65,26.5,67.5,27.5,255,350,115,27.5
27/12/2022,95,40,35,55,42.5,13.5,77.5,22.5,275,225,130,17.5
28/12/2022,75,30,32.5,52.5,45,11.5,85,22.5,225,265,130,17.5
04/01/2023,25,33,30,12.5,55,11,22.5,27.5,170,205,105,13.5
05/01/2023,17.5,20,31.5,21,47.5,12.5,32.5,27.5,85,130,105,13.5
06/01/2023,17.5,15,31.5,17.5,40,11,42.5,27.5,75,90,102.5,13.5
09/01/2023,157.5,24,22.5,17.5,27.5,16.5,52.5,27.5,55,90,97.5,11.5
10/01/2023,22.5,19,27.5,21.5,25,19,57.5,32.5,55,90,97.5,13.5
11/01/2023,35,19,25,22.5,22.5,17.5,57.5,32.5,50,90,72.5,13.5
12/01/2023,37.5,15,21.5,22.5,32.5,21,67.5,36.5,65,85,62.5,13.5
13/01/2023,22.5,18.5,18,27.5,27.5,19,67.5,32.5,40,65,57.5,13.5
17/01/2023,17.5,22,28,23.5,22.5,24,62.5,22.5,47.5,82.5,57.5,13.5
18/01/2023,17.5,25,24,17.5,27.5,25,67.5,22.5,42.5,75,72.5,16.5
19/01/2023,22.5,24,15,20,27.5,19,72.5,17.5,42.5,75,72.5,16.5
20/01/2023,23.5,16.5,16.5,22.5,32,16.5,72.5,22.5,45,65,70,17.5
23/01/2023,21,24,15,25.5,32.5,18.5,65,22.5,50,55,82.5,15.5
24/01/2023,21,15,15,24,32.5,18.5,55,16.5,45,40,82.5,6.5
25/01/2023,32.5,15,16,22.5,37.5,13.5,59,16.5,45,40,82.5,8.5
26/01/2023,26.5,16,12.5,22.5,27.5,13.5,60,14,45,40,82.5,12.5
31/01/2023,17.5,12.5,15,17.5,27.5,22.5,65,12.5,47.5,55,92.5,11
02/02/2023,22.5,19,17.5,12.5,37.5,17.5,75,22.5,65,75,72.5,17.5
03/02/2023,20,22.5,17.5,17.5,30,22.5,77.5,22.5,67.5,75,72.5,19
06/02/2023,18.5,17.5,18.5,22.5,27.5,24,72.5,22.5,67.5,45,71.5,21.5
07/02/2023,17.5,21.5,18.5,27.5,22.5,17.5,67.5,22.5,75,55,75,21.5
08/02/2023,16.5,24,18.5,22.5,22.5,17,47.5,22.5,72.5,55,71.5,17.5
09/02/2023,12.5,20,25,22.5,22.5,17,40,22.5,47.5,75,72.5,17.5
10/02/2023,13.5,17.5,20,27.5,15,17,27.5,22.5,35,82.5,65,17.5
13/02/2023,31.5,24,16,37.5,27.5,17,44.5,17.5,77.5,65,75.5,17.5
14/02/2023,33.5,25,14.5,27.5,27.5,17,42.5,17.5,95,65,72.5,16.5
15/02/2023,27.5,18.5,15,27.5,27.5,15.5,36.5,17.5,85,65,71.5,17.5
16/02/2023,30.5,16.5,19,27.5,27.5,15.5,32.5,22.5,90,65,71.5,14.5
17/02/2023,32.5,21.5,23,27.5,27.5,14,32.5,22.5,120,65,71.5,14.5
20/02/2023,28.5,20,17,27.5,27.5,9,35.5,22.5,110,75,65,16.5
21/02/2023,32.5,17.5,21,27.5,27.5,10.5,32.5,22.5,125,75,67.5,12.5
22/02/2023,27.5,18.5,21,27.5,22.5,12.5,32.5,22.5,130,95,70,16.5
23/02/2023,32.5,19,20,21.5,22.5,12.5,19,22.5,115,95,67.5,16.5
27/02/2023,37.5,10.5,21.5,22.5,25,11,20.5,22.5,145,80,62.5,12.5
28/02/2023,37.5,11.5,24.5,27.5,32.5,11.5,21.5,22.5,150,82.5,56.5,12.5
01/03/2023,31,12.5,25,16,42.5,14,22.5,22.5,140,95,58.5,12.5
03/03/2023,31,12,21,12.5,42.5,13.5,19,19,140,65,42.5,12.5
06/03/2023,28.5,12.5,22.5,17.5,32.5,14,37.5,19,140,80,47.5,21.5
07/03/2023,40,12,21.5,16,35,13.5,39,21,150,80,52.5,19
08/03/2023,38.5,12,20,17.5,42.5,14,36.5,19,140,95,52.5,19
09/03/2023,43.5,12,20,20,42.5,12.5,32.5,19,150,105,57.5,19
10/03/2023,42,12,20.5,22.5,40,11,32.5,19,145,105,66.5,20
13/03/2023,32.5,13,21,22.5,32.5,11,32.5,22.5,115,110,69,20
14/03/2023,30,14.5,20.5,22.5,32.5,11,27.5,20.5,115,110,67.5,21
15/03/2023,25,14.5,21,27.5,32.5,11,17.5,20.5,85,85,67.5,21.5
16/03/2023,24,14,22.5,22.5,30,10.5,13.5,19,75,95,62.5,22.5
17/03/2023,28.5,13,18.5,22.5,27.5,9,15,21.5,65,95,57.5,19.5
20/03/2023,28.5,15.5,25.5,22.5,20,9,14,22.5,52.5,70,57.5,21.5
21/03/2023,27.5,16,26.5,25.5,20,11.5,14,22.5,47.5,65,60,22
22/03/2023,17.5,15,29,22.5,32.5,11.5,8.5,22.5,60,55,57.5,21.5
23/03/2023,22.5,16.5,28.5,12.5,27.5,12.5,7.5,22.5,40,47.5,62.5,22.5
24/03/2023,22.5,13.5,30.5,12.5,22.5,12,7,22.5,45,35,57.5,17.5
30/03/2023,27.5,16.5,21.5,12.5,37.5,11,7,26.5,27.5,27.5,62.5,17.5
31/03/2023,22.5,17.5,24,12.5,27.5,11,7,26.5,32.5,27.5,57.5,17.5
03/04/2023,21,15,20.5,16,27.5,13,7,26.5,45,32.5,57.5,20
04/04/2023,21,14,20.5,12.5,37.5,13.5,8.5,27.5,45,32.5,55,21
05/04/2023,30,16.5,20.5,13.5,32.5,10.5,8.5,26.5,27.5,32.5,52.5,20
11/04/2023,29,16.5,23,16,40,12.5,14,22.5,32.5,27.5,67.5,16.5
12/04/2023,27.5,21.5,18.5,22.5,32.5,11.5,14,22.5,42.5,25,62.5,16.5
13/04/2023,17.5,17.5,20.5,27.5,47.5,11.5,16,22.5,32.5,27.5,57.5,19
14/04/2023,26.5,16,22,22.5,27.5,11.5,16,22.5,37.5,25,52.5,22.5
16/04/2023,20,14,16,11,27.5,13.5,16.5,22.5,60,25,47.5,16.5
18/04/2023,22.5,13,19,12.5,32.5,11.5,15.5,22.5,42.5,25,51.5,17.5
19/04/2023,17.5,14.5,21,17.5,27.5,10.5,16.5,22.5,42.5,25,51.5,17.5
20/04/2023,17.5,14.5,19,17.5,22.5,10.5,17.5,22.5,50,17.5,52.5,12.5
25/04/2023,32.5,16,18,32.5,37.5,12.5,32.5,22.5,37.5,22.5,47.5,13.5
28/04/2023,37.5,19,20,37.5,37.5,17.5,32.5,22.5,35,20,39,11
01/05/2023,37.5,17.5,23,42.5,40,19,45,22.5,30,30,46,12.5
02/05/2023,45,17.5,20.5,42.5,37.5,26,45,26.5,25,32.5,46,12.5
05/05/2023,47.5,22.5,20,45,55,31.5,31,26,42.5,27.5,46,17.5
09/05/2023,40,21,20,41.5,55,21.5,45,26,32.5,30,47.5,15
10/05/2023,32.5,19,20.5,42.5,52.5,22.5,35,22.5,27.5,22.5,47.5,14
11/05/2023,22.5,19,21.5,35,52.5,27.5,36.5,22.5,27.5,22.5,51,13.5
12/05/2023,27.5,13.5,18,37.5,55,22.5,32.5,27.5,27.5,27.5,45,14
15/05/2023,36,18.5,19,32.5,50,24,47.5,27.5,47.5,17.5,47.5,16.5
16/05/2023,27.5,19,19.5,22.5,85,22.5,47.5,27.5,55,22.5,42.5,16.5
17/05/2023,40,19,22,17.5,75,24,42.5,30,52.5,22.5,44,19
18/05/2023,37.5,15,21,22.5,85,28.5,42.5,30,52.5,22.5,44,13.5
19/05/2023,37.5,25.5,29,22.5,72.5,29,48.5,26.5,52.5,22.5,44,14
25/05/2023,47.5,13.5,18.5,27.5,90,13,44,26.5,42.5,27.5,47.5,12.5
29/05/2023,50,13.5,22.5,32.5,65,11,45,27.5,65,22.5,56.5,12.5
31/05/2023,45,15,22.5,31,65,18.5,32.5,27.5,45,22.5,62.5,12.5
05/06/2023,50,16.5,21.5,35,105,18.5,52.5,22.5,57.5,22.5,62.5,17.5
06/06/2023,40,16,21.5,35,95,15.5,57.5,32.5,55,22.5,62.5,16
07/06/2023,32.5,32.5,22.5,40,95,22.5,52.5,32.5,47.5,25,52.5,16.5
08/06/2023,57.5,32.5,22.5,37.5,65,22.5,47.5,32.5,47.5,25,52.5,16.5
13/06/2023,50,27.5,35,52.5,125,22.5,62.5,27.5,57.5,27.5,67.5,22.5
14/06/2023,65,35,35,57.5,115,21.5,52.5,27.5,57.5,27.5,71.5,25
16/06/2023,65,32.5,34,45,135,21.5,52.5,32.5,57.5,27.5,62.5,22.5
19/06/2023,75,33.5,40,55,130,21.5,42.5,32.5,57.5,27.5,62.5,27.5
20/06/2023,75,42.5,40,52.5,175,16.5,42.5,32.5,57.5,27.5,61.5,27.5
22/06/2023,75,46,60,47.5,175,22.5,27.5,32.5,60,27.5,59,30
23/06/2023,75,46,60,47.5,175,22.5,19,32.5,60,27.5,59,34
26/06/2023,72.5,62.5,60,57.5,182.5,21.5,16,32.5,47.5,27.5,59,42.5
27/06/2023,72.5,62.5,60,57.5,182.5,22.5,13.5,32.5,47.5,27.5,59,42.5
29/06/2023,72.5,67.5,67.5,60,187.5,22.5,13,32.5,52.5,27.5,61.5,42.5
05/07/2023,55,67.5,80,52.5,167.5,19,11,29,125,27.5,57.5,52.5
06/07/2023,57.5,62.5,82.5,52.5,135,17,10,30.5,130,27.5,57.5,50
07/07/2023,57.5,62.5,72.5,50,125,18,11.5,32.5,130,27.5,58.5,50
10/07/2023,57.5,72.5,95,57.5,67.5,13.5,11,27.5,145,27.5,59,47.5
13/07/2023,60,67.5,135,65,115,14.5,12,27.5,165,27.5,75,37.5
14/07/2023,60,75,132.5,65,95,14.5,10.5,32.5,175,27.5,75,42.5
17/07/2023,65,62.5,125,62.5,55,9,10.5,32.5,165,37.5,85,32.5
18/07/2023,46.5,58.5,90,50,62.5,7.5,11,32.5,230,37.5,82.5,27.5
19/07/2023,75,55,80,82.5,65,7.5,9,32.5,260,37.5,72.5,13.5
20/07/2023,52.5,50,80,55,42.5,11,11,32.5,227,25,72.5,13.5
21/07/2023,57.5,50,82.5,65,57.5,7.5,12.5,42.5,165,37.5,72.5,22.5
24/07/2023,127.5,52.5,117.5,62.5,77.5,12.5,32.5,42.5,210,35,72.5,21
25/07/2023,95,47.5,120,65,57.5,9,31,42.5,235,37.5,82.5,22.5
31/07/2023,87.5,47.5,75,75,85,17.5,32.5,42.5,195,75,79,36.5
01/08/2023,60,65,70,77.5,70,19,32.5,36.5,195,45,82.5,32.5
03/08/2023,75,57.5,125,85,57.5,32.5,36.5,37.5,200,57.5,72.5,32.5
04/08/2023,75,39,125,85,57.5,32.5,40,37.5,195,57.5,72.5,32.5
07/08/2023,97.5,43.5,65,135,60,31,52.5,32.5,235,90,105,30
08/08/2023,95,47.5,70,110,52.5,31,62.5,32.5,215,90,95,27.5
09/08/2023,85,57.5,82.5,135,75,39,62.5,32.5,175,170,80,27.5
11/08/2023,120,57.5,77.5,140,100,31.5,62.5,27.5,175,180,80,27.5
14/08/2023,117.5,82.5,100,165,110,31.5,67.5,27.5,205,240,72.5,37.5
15/08/2023,65,62.5,85,145,110,32.5,55,27.5,147.5,275,70,37.5
16/08/2023,65,55,80,110,110,34,55,27.5,210,290,75,52.5
17/08/2023,65,65,75,125,145,34,47.5,22.5,175,190,65,57.5
18/08/2023,82.5,70,77.5,125,145,32.5,47.5,32.5,165,160,65,57.5
21/08/2023,72.5,82.5,67.5,125,190,41,52.5,27.5,175,190,82.5,62.5
